date,high,low,open,close,volume,adjclose
2010-01-04,34200.0,32450.0,32550.0,34200.0,666520.0,27523.703125
2010-01-05,34450.0,33450.0,34400.0,33600.0,607496.0,27040.828125
2010-01-06,35450.0,33450.0,33850.0,35450.0,922224.0,28529.68359375
2010-01-07,36050.0,35100.0,35200.0,35650.0,676317.0,28690.64453125
2010-01-08,35900.0,35000.0,35700.0,35300.0,597478.0,28408.96875
2010-01-11,35950.0,35000.0,35400.0,35550.0,565509.0,28610.166015625
2010-01-12,36700.0,35350.0,35600.0,36100.0,382705.0,29052.798828125
2010-01-13,36900.0,35850.0,35900.0,36600.0,457677.0,29455.1953125
2010-01-14,37900.0,36650.0,36850.0,37900.0,543263.0,30501.416015625
2010-01-15,38150.0,36700.0,37900.0,38150.0,610530.0,30702.60546875
2010-01-18,38000.0,36450.0,37600.0,36450.0,662504.0,29334.4765625
2010-01-19,37250.0,35350.0,36600.0,35750.0,537914.0,28771.126953125
2010-01-20,36150.0,33850.0,36000.0,33850.0,719104.0,27242.029296875
2010-01-21,34400.0,33100.0,33600.0,34400.0,773271.0,27684.658203125
2010-01-22,34000.0,33250.0,33500.0,34000.0,447675.0,27362.744140625
2010-01-25,33900.0,33050.0,33200.0,33900.0,306318.0,27282.267578125
2010-01-26,34750.0,33350.0,33850.0,33700.0,473837.0,27121.310546875
2010-01-27,34500.0,33600.0,33700.0,34000.0,659271.0,27362.744140625
2010-01-28,34550.0,33400.0,34350.0,34500.0,427645.0,27765.140625
2010-01-29,34150.0,32500.0,33900.0,33550.0,382857.0,27000.59375
2010-02-01,33550.0,32600.0,33250.0,33450.0,284480.0,26920.111328125
2010-02-02,33700.0,32000.0,33650.0,32000.0,262461.0,25753.173828125
2010-02-03,32400.0,30850.0,32300.0,31000.0,708340.0,24948.384765625
2010-02-04,31750.0,31100.0,31300.0,31550.0,298217.0,25391.021484375
2010-02-05,31200.0,30300.0,30300.0,31000.0,289840.0,24948.384765625
2010-02-08,31400.0,29600.0,31300.0,30000.0,282800.0,24143.599609375
2010-02-09,30350.0,29000.0,29500.0,29850.0,688347.0,24022.87890625
2010-02-10,30300.0,29200.0,30200.0,29500.0,286401.0,23741.20703125
2010-02-11,31000.0,29600.0,29600.0,30250.0,632205.0,24344.798828125
2010-02-12,30900.0,29750.0,30300.0,30900.0,299621.0,24867.904296875
2010-02-16,31100.0,30400.0,30400.0,31000.0,146542.0,24948.384765625
2010-02-17,31500.0,31000.0,31300.0,31400.0,205435.0,25270.298828125
2010-02-18,31800.0,31150.0,31400.0,31700.0,252885.0,25511.736328125
2010-02-19,32500.0,31300.0,31350.0,32300.0,889208.0,25994.609375
2010-02-22,32600.0,31850.0,32600.0,32350.0,362798.0,26034.849609375
2010-02-23,32500.0,31800.0,32500.0,32150.0,137720.0,25873.888671875
2010-02-24,32100.0,31550.0,31800.0,31650.0,142093.0,25471.498046875
2010-02-25,31800.0,30450.0,31700.0,31050.0,291306.0,24988.626953125
2010-02-26,31500.0,30500.0,31000.0,31500.0,145712.0,25350.779296875
2010-03-02,32450.0,31550.0,31800.0,32350.0,655973.0,26034.849609375
2010-03-03,32550.0,31850.0,32350.0,32550.0,426484.0,26195.802734375
2010-03-04,32550.0,31550.0,32450.0,31850.0,225832.0,25632.455078125
2010-03-05,31950.0,31150.0,31700.0,31950.0,328642.0,25712.931640625
2010-03-08,32100.0,31650.0,32000.0,31950.0,258685.0,25712.931640625
2010-03-09,32150.0,31450.0,32000.0,31900.0,256377.0,25672.693359375
2010-03-10,32000.0,31500.0,31900.0,31600.0,157168.0,25431.2578125
2010-03-11,31950.0,31500.0,31800.0,31900.0,197104.0,25672.693359375
2010-03-12,32500.0,31650.0,31800.0,32500.0,246750.0,26155.56640625
2010-03-15,32400.0,31550.0,32350.0,31900.0,233795.0,25672.693359375
2010-03-16,32100.0,31600.0,31650.0,31850.0,194822.0,25632.455078125
2010-03-17,32150.0,31050.0,31700.0,31200.0,460141.0,25109.341796875
2010-03-18,31600.0,30550.0,31350.0,30800.0,415403.0,24787.42578125
2010-03-19,31450.0,30850.0,31050.0,31400.0,228250.0,25270.298828125
2010-03-22,31650.0,31200.0,31400.0,31600.0,265233.0,25431.2578125
2010-03-23,32100.0,31600.0,31600.0,32100.0,272018.0,25833.654296875
2010-03-24,32750.0,32100.0,32300.0,32500.0,457010.0,26155.56640625
2010-03-25,32550.0,32100.0,32450.0,32500.0,229920.0,26155.56640625
2010-03-26,32950.0,32200.0,32300.0,32900.0,328997.0,26477.478515625
2010-03-29,32750.0,32200.0,32550.0,32500.0,191165.0,26155.56640625
2010-03-30,32450.0,31850.0,32150.0,32300.0,227365.0,26608.65625
2010-03-31,32650.0,31600.0,32650.0,32300.0,203764.0,26608.65625
2010-04-01,32800.0,31850.0,32250.0,32800.0,223831.0,27020.5546875
2010-04-02,32750.0,31900.0,32600.0,32600.0,187010.0,26855.794921875
2010-04-05,32700.0,32100.0,32600.0,32700.0,170050.0,26938.171875
2010-04-06,33300.0,32600.0,32600.0,33150.0,309937.0,27308.8828125
2010-04-07,33500.0,32700.0,33100.0,33300.0,348668.0,27432.453125
2010-04-08,33050.0,32400.0,32950.0,33000.0,345870.0,27185.314453125
2010-04-09,32650.0,31700.0,32600.0,31700.0,404016.0,26114.373046875
