date,open,high,low,close
2018-06-20,273951.0,269216.0,271504.0,268469.0
2018-06-21,270525.0,266269.0,268730.0,265652.0
2018-06-22,267003.0,263261.0,265327.0,263076.0
2018-06-25,264887.0,261426.0,262704.0,261893.0
2018-06-26,264356.0,260746.0,261157.0,261970.0
