date,open,high,low,close
2018-06-11,33471.0,30899.0,31833.0,32628.0
2018-06-12,33888.0,31354.0,32574.0,32819.0
2018-06-13,33819.0,31392.0,32870.0,32560.0
2018-06-14,33338.0,31058.0,32738.0,31938.0
2018-06-15,32394.0,30309.0,32091.0,30927.0
