date,open,high,low,close
2018-06-28,14442.0,13739.0,14715.0,13722.0
2018-06-29,13907.0,13241.0,14028.0,13359.0
2018-07-02,13665.0,13048.0,13568.0,13334.0
2018-07-03,13762.0,13182.0,13414.0,13641.0
2018-07-04,14180.0,13613.0,13583.0,14226.0
