date,open,high,low,close
2018-06-20,40020.0,37805.0,39030.0,39170.0
2018-06-21,40756.0,38321.0,39650.0,39955.0
2018-06-22,41702.0,39012.0,40507.0,40841.0
2018-06-25,42779.0,39829.0,41551.0,41790.0
2018-06-26,43648.0,40528.0,42473.0,42533.0
