date,open,high,low,close
2018-05-30,45923.0,44337.0,45390.0,45513.0
2018-05-31,46508.0,44838.0,45925.0,46273.0
2018-06-01,47090.0,45352.0,46475.0,46917.0
2018-06-04,47627.0,45840.0,46997.0,47415.0
2018-06-05,48099.0,46280.0,47466.0,47755.0
