date,open,high,low,close
2018-06-15,24690.0,23545.0,24057.0,24096.0
2018-06-18,24884.0,23765.0,24181.0,24346.0
2018-06-19,25073.0,24047.0,24358.0,24621.0
2018-06-20,25261.0,24383.0,24599.0,24912.0
2018-06-21,25334.0,24664.0,24812.0,25113.0
