date,open,high,low,close
2018-05-21,36484.0,33914.0,35409.0,34485.0
2018-05-22,36913.0,34326.0,35321.0,35381.0
2018-05-23,38225.0,35459.0,36110.0,36918.0
2018-05-24,40581.0,37394.0,37965.0,39109.0
2018-05-25,43179.0,39460.0,40210.0,41223.0
