date,open,high,low,close
2018-05-15,7950.0,7678.0,7821.0,7726.0
2018-05-16,7903.0,7626.0,7740.0,7701.0
2018-05-17,7904.0,7622.0,7701.0,7735.0
2018-05-18,7973.0,7686.0,7732.0,7843.0
2018-05-21,8080.0,7789.0,7806.0,7986.0
