date,open,high,low,close
2018-06-13,178257.0,159161.0,161180.0,172549.0
2018-06-14,186801.0,166647.0,171236.0,178780.0
2018-06-15,188284.0,169135.0,176198.0,178407.0
2018-06-18,183186.0,166419.0,175399.0,172384.0
2018-06-19,171754.0,158138.0,167975.0,161242.0
