date,open,high,low,close
2018-05-21,444006.0,433114.0,440599.0,437729.0
2018-05-22,442660.0,430831.0,439137.0,436109.0
2018-05-23,441983.0,429548.0,438177.0,435474.0
2018-05-24,442227.0,429484.0,438107.0,435896.0
2018-05-25,443098.0,430373.0,438779.0,436915.0
