date,open,high,low,close
2018-05-18,39479.0,39489.0,39210.0,39263.0
2018-05-21,39746.0,39709.0,39356.0,39754.0
2018-05-22,40301.0,40059.0,39714.0,40419.0
2018-05-23,41132.0,40556.0,40305.0,41239.0
2018-05-24,42122.0,41128.0,41048.0,42112.0
