date,open,high,low,close
2018-05-28,nan,nan,nan,nan
2018-05-29,nan,nan,nan,nan
2018-05-30,nan,nan,nan,nan
2018-05-31,nan,nan,nan,nan
2018-06-01,nan,nan,nan,nan
