date,open,high,low,close
2018-05-18,nan,nan,nan,nan
2018-05-21,nan,nan,nan,nan
2018-05-22,nan,nan,nan,nan
2018-05-23,nan,nan,nan,nan
2018-05-24,nan,nan,nan,nan
