date,open,high,low,close
2018-05-01,nan,nan,nan,nan
2018-05-02,nan,nan,nan,nan
2018-05-03,nan,nan,nan,nan
2018-05-04,nan,nan,nan,nan
2018-05-07,nan,nan,nan,nan
