date,open,high,low,close
2018-06-26,nan,nan,nan,nan
2018-06-27,nan,nan,nan,nan
2018-06-28,nan,nan,nan,nan
2018-06-29,nan,nan,nan,nan
2018-07-02,nan,nan,nan,nan
